Conference,Year,Title,DOI,Link,FirstPage,LastPage,PaperType,Abstract,AuthorNames-Deduped,AuthorNames,AuthorAffiliation,InternalReferences,AuthorKeywords,AminerCitationCount_02-2020,AminerCitationCount_06-2020,XploreCitationCount - 2020-01,PubsCited,Award,CitationCount,Countries,All_China,All_Japan,All_Korea,Has_China,Has_Japan,Has_Korea
PacificVis,2018,"Visual Analysis of Collective Anomalies Through High-Order Correlation
Graph",10.1109/PacificVis.2018.00027,,###,###,###,"Detecting, analyzing and reasoning collective anomalies is important for many real-life application domains such as facility monitoring, software analysis and security. The main challenges include the overwhelming number of low-risk events and their multifaceted relationships which form the collective anomaly, the diversity in various data and anomaly types, and the difficulty to incorporate domain knowledge in the anomaly analysis process. In this paper, we propose a novel concept of high-order correlation graph (HOCG). Compared with the previous correlation graph definition, HOCG achieves better user interactivity, computational scalability, and domain generality through synthesizing heterogeneous types of nodes, attributes, and multifaceted relationships in a single graph. We design elaborate visual metaphors, interaction models, and the coordinated multiple view based interface to allow users to fully unleash the visual analytics power over HOCG. We conduct case studies in two real-life application domains, i.e., facility monitoring and software analysis. The results demonstrate the effectiveness of HOCG in the overview of point anomalies, detection of collective anomalies, and reasoning process of root cause analysis.",,"Tao, Jun;Shi, Lei;Zhuang, Zhou;Huang, Congcong;Yu, Rulei;Su, Purui;Wang, Chaoli;Chen, Yang","Tao, J (Corresponding Author), Univ Notre Dame, Notre Dame, IN 46556 USA. Tao, Jun; Wang, Chaoli, Univ Notre Dame, Notre Dame, IN 46556 USA. Shi, Lei; Huang, Congcong; Yu, Rulei; Su, Purui, Chinese Acad Sci, SKLCS, Beijing, Peoples R China. Shi, Lei; Huang, Congcong; Yu, Rulei; Su, Purui, UCAS, Beijing, Peoples R China. Zhuang, Zhou; Chen, Yang, Fudan Univ, Shanghai, Peoples R China.",,"correlation graph visualization, collective anomaly",###,###,###,###,###,3,"['IN 46556 USA', 'Peoples R China']",False,False,False,True,False,False
PacificVis,2018,Visual analytics for networked-guarantee loans risk management,10.1109/PacificVis.2018.00028,,###,###,###,"Groups of enterprises can guarantee each other and form complex networks in order to try to obtain loans from banks. Monitoring the financial status of a network, and preventing or reducing systematic risk in case of a crisis, is an area of great concern for the regulatory commission and for the banks. We set the ultimate goal of developing a visual analytic approach and tool for risk dissolving and decision-making. We have consolidated four main analysis tasks conducted by financial experts: i) Multi-faceted Default Risk Visualization, whereby a hybrid representation is devised to predict the default risk and an interface developed to visualize key indicators; ii) Risk Guarantee Patterns Discovery. We follow the Shneiderman mantra guidance for designing interactive visualization applications, whereby an interactive risk guarantee community detection and a motif detection based risk guarantee pattern discovery approach are described; iii) Network Evolution and Retrospective, whereby animation is used to help users to understand the guarantee dynamic; iv) Risk Communication Analysis. The temporal diffusion path analysis can be useful for the government and banks to monitor the spread of the default status. It also provides insight for taking precautionary measures to prevent and dissolve systematic financial risk. We implement the system with case studies using real-world bank loan data. Two financial experts are consulted to endorse the developed tool. To the best of our knowledge, this is the first visual analytics tool developed to explore networked-guarantee loan risks in a systematic manner.",,"Niu, Zhibin;Cheng, Dawei;Zhang, Liqing;Zhang, Jiawan","Niu, ZB (Corresponding Author), Tianjin Univ, Tianjin, Peoples R China. Niu, Zhibin; Zhang, Jiawan, Tianjin Univ, Tianjin, Peoples R China. Cheng, Dawei; Zhang, Liqing, Shanghai Jiao Tong Univ, Shanghai, Peoples R China.",,"H.5.2 {[}User Interfaces]: User Interfaces-Graphical user interfaces (GUI), H.5.m {[}Information Interfaces and Presentation]: Miscellaneous",###,###,###,###,###,5,['Peoples R China'],True,False,False,True,False,False
PacificVis,2018,FraudVis: Understanding Unsupervised Fraud Detection Algorithms,10.1109/PacificVis.2018.00029,,###,###,###,"Discovering fraud user behaviors is vital to keeping online websites healthy. Fraudsters usually exhibit grouping behaviors, and researchers have effectively leveraged this behavior to design unsupervised algorithms to detect fraud user groups. In this work, we propose a visualization system, FraudVis, to visually analyze the unsupervised fraud detection algorithms from temporal, intra-group correlation, inter-group correlation, feature selection, and the individual user perspectives. FraudVis helps domain experts better understand the algorithm output and the detected fraud behaviors. Meanwhile, FraudVis also helps algorithm experts to fine-tune the algorithm design through the visual comparison. By using the visualization system, we solve two real-world cases of fraud detection, one for a social video website and another for an e-commerce website. The results on both cases demonstrate the effectiveness of FraudVis in understanding unsupervised fraud detection algorithms.",,"Sun, Jiao;Zhu, Qixin;Liu, Zhifei;Liu, Xin;Lee, Jihae;Shi, Lei;Su, Zhigang;Huang, Ling;Xu, Wei","Sun, J (Corresponding Author), Tsinghua Univ, Inst Interdisciplinary Informat Sci, Beijing, Peoples R China. Sun, Jiao; Zhu, Qixin; Liu, Zhifei; Liu, Xin; Lee, Jihae; Huang, Ling; Xu, Wei, Tsinghua Univ, Inst Interdisciplinary Informat Sci, Beijing, Peoples R China. Shi, Lei, Chinese Acad Sci, Inst Software, SKLCS, Beijing, Peoples R China. Su, Zhigang, JD Com, Beijing, Peoples R China.",,#,###,###,###,###,###,1,['Peoples R China'],True,False,False,True,False,False
PacificVis,2018,HeloVis: a Helical Visualization for SIGINT Analysis Using 3D Immersion,10.1109/PacificVis.2018.00030,,###,###,###,"In this paper we present HeloVis: a 3D interactive visualization that relies on immersive properties to improve the user performance during SIGINT analysis. SIGINT, which stands for SIGnal INTelligence, is a field facing many challenges like huge amounts of data, complex data and novice users. HeloVis draws on perceptive biases, highlighted by Gestalt laws, and on depth perception to enhance the recurrence properties contained into the data and to abstract from interferences such as noise or missing data. In this paper, we first present SIGINT and the challenges that it brings to visual analytics. Then, we present the existing work that is currently used in or that fits the SIGINT context. Finally, we present HeloVis, an innovative application on an immersive context that allows performing SIGINT analysis and we present its evaluation performed with military operators who are the end-users of SIGINT analysis.",,"Cantu, Alma;Duval, Thierry;Grisvard, Olivier;Coppin, Gilles","Cantu, A (Corresponding Author), CNRS, Thales Airborne Syst, IMT Atlant, Lab STICC, Paris, France. Cantu, Alma; Grisvard, Olivier, CNRS, Thales Airborne Syst, IMT Atlant, Lab STICC, Paris, France. Duval, Thierry; Coppin, Gilles, CNRS, IMT Atlant, Lab STICC, Paris, France.",,"Human-centered computing, Visualization, Visualization application domains, Visual analytics, Human-centered computing, Visualization, Visualization design and evaluation methods",###,###,###,###,###,1,['France'],False,False,False,False,False,False
PacificVis,2018,Visualizing Deep Neural Networks for Text Analytics,10.1109/PacificVis.2018.00031,,###,###,###,"Deep neural networks (DNNs) have made tremendous progress in many different areas in recent years. How these networks function internally, however, is often not well understood. Advances in understanding DNNs will benefit and accelerate the development of the field. We present TNNVis, a visualization system that supports understanding of deep neural networks specifically designed to analyze text. TNNVis focuses on DNNs composed of fully connected and convolutional layers. It integrates visual encodings and interaction techniques chosen specifically for our tasks. The tool allows users to: (1) visually explore DNN models with arbitrary input using a combination of node-link diagrams and matrix representation; (2) quickly identify activation values, weights, and feature map patterns within a network; (3) flexibly focus on visual information of interest with threshold, inspection, insight query, and tooltip operations; (4) discover network activation and training patterns through animation; and (5) compare differences between internal activation patterns for different inputs to the DNN. These functions allow neural network researchers to examine their DNN models from new perspectives, producing insights on how these models function. Clustering and summarization techniques are employed to support large convolutional and fully connected layers. Based on several part of speech models with different structure and size, we present multiple use cases where visualization facilitates an understanding of the models.",,"Nie, Shaoliang;Healey, Christopher G.;Padia, Kalpesh;Leeman-Munk, Samuel;Benson, Jordan Riley;Caira, Dave;Sethi, Saratendu;Devarajan, Ravi","Healey, CG (Corresponding Author), North Carolina State Univ, Raleigh, NC 27695 USA. Nie, Shaoliang; Healey, Christopher G.; Padia, Kalpesh, North Carolina State Univ, Raleigh, NC 27695 USA. Leeman-Munk, Samuel; Benson, Jordan Riley; Caira, Dave; Sethi, Saratendu; Devarajan, Ravi, SAS Inst, Cary, NC USA.",,"Visualization, machine learning",###,###,###,###,###,1,"['NC USA', 'NC 27695 USA']",False,False,False,False,False,False
###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###,###
PacificVis,2018,An Evaluation of Perceptually Complementary Views for Multivariate Data,10.1109/PacificVis.2018.00033,,###,###,###,"We evaluate the relative merits of three techniques for visualising multivariate data: parallel coordinates; scatterplot matrix; and a side-by-side, coordinated combination of these views. In particular we report on: (1) the most effective visual encoding of multivariate data for each of the six common tasks considered; (2) common strategies that our participants used when the two views were combined based on eye-tracking data analysis; (3) the finding that these views are perceptually complementary in the sense that they both show the same information, but with different and complementary support for different types of analysis. For the combined view, our studies show that there is a perceptually complementary effect in terms of significantly improved accuracy for certain tasks, but that there is a small cost in terms of slightly longer completion time than the faster of the two techniques alone. Eye-movement data shows that for many tasks participants were able to swiftly switch their strategies after trying both in the training phase.",,"Chang, Chunlei;Dwyer, Tim;Marriott, Kim","Chang, CL (Corresponding Author), Monash Univ, Clayton, Vic 3800, Australia. Chang, Chunlei; Dwyer, Tim; Marriott, Kim, Monash Univ, Clayton, Vic 3800, Australia.",,"H.5.2{[}Information Interfaces and Presentation]:User Interfaces, Evaluation/Methodology",###,###,###,###,###,1,['Australia'],False,False,False,False,False,False
PacificVis,2018,Know Your Enemy: Identifying Quality Problems of Time Series Data,10.1109/PacificVis.2018.00034,,###,###,###,"Sensible data analysis requires data quality control. An essential part of this is data profiling, which is the identification and assessment of data quality problems as a prerequisite for adequately handling these problems. Differentiating between actual quality problems and unusual, but valid data values requires the ``human-in-the-loop{''} through the use of visual analytics. Unfortunately, existing approaches for data profiling do not adequately support the special characteristics of time, which is imperative to identify quality problems in time series data - a data type prevalent in a multitude of disciplines. In this design study paper, we outline the design, implementation, and evaluation of ``Know Your Enemy{''} (KYE) - a visual analytics approach to assess the quality of time series data. KYE supports the task of data profiling with (1) predefined data quality checks, (2) user-definable, customized quality checks, (3) interactive visualization to explore and reason about automatically detected problems, and (4) the visual identification of hidden quality problems.",,"Gschwandtner, Theresia;Erhart, Oliver","Gschwandtner, T (Corresponding Author), TU Wien, Inst Visual Comp \& Human Ctr Technol, Vienna, Austria. Gschwandtner, Theresia; Erhart, Oliver, TU Wien, Inst Visual Comp \& Human Ctr Technol, Vienna, Austria.",,"H.5.2{[}Information Interfaces And Presentation]:User Interfaces, User-centered design, I.3.6{[}Computer Graphics]: Methodology and Techniques, Graphics data structures and data types",###,###,###,###,###,3,['Austria'],False,False,False,False,False,False
PacificVis,2018,"Exploring the Role of Sound in Augmenting Visualization to Enhance User
Engagement",10.1109/PacificVis.2018.00036,,###,###,###,"Studies on augmenting visualization with sound are typically based on the assumption that sound can be complementary and assist in data analysis tasks. While sound promotes a different sense of engagement than vision, we conjecture that by augmenting non-speech audio to a visualization can not only help enhance the users' perception of the data but also increase their engagement with the data exploration process. We have designed a preliminary user study to test users' performance and engagement while exploring in a data visualization system under two different settings: visual-only and audiovisual. For our study, we used basketball player movement data in a game and created an interactive visualization system with three linked views. We supplemented sound to the visualization to enhance the users' understanding of a team's offensive/defensive behavior. The results of our study suggest that we need to better understand the effect of sound choice and encoding before considering engagement. We also find that sound can be useful to draw novice users' attention to patterns or anomalies in the data. Finally, we propose follow-up studies with designs informed by the findings from this study.",,"Du, Meng;Chou, Jia-Kai;Ma, Chen;Chandrasegaran, Senthil;Ma, Kwan-Liu","Du, M (Corresponding Author), Univ Calif Davis, Davis, CA 95616 USA. Du, Meng; Chou, Jia-Kai; Ma, Chen; Chandrasegaran, Senthil; Ma, Kwan-Liu, Univ Calif Davis, Davis, CA 95616 USA.",,"sound-augmented visualization, engagement",###,###,###,###,###,0,['CA 95616 USA'],False,False,False,False,False,False
PacificVis,2018,A comparative 3D visualization tool for observation of mode water,10.1109/PacificVis.2018.00037,,###,###,###,"Mode water forms a 3D region of seawater mass, which has similar physical characteristics values. Research and observation of mode water have a long history in physical oceanography because analysis of mode water brings the understanding of various natural phenomena. There have been various definitions of mode water, and comparison of mode water regions extracted with such various definitions is an important issue in this field. This paper presents our study on comparative 3D visualization tool for the comparison of mode water regions. We extract pairs of outer boundaries of mode water regions as isosurfaces and calculate dissimilarity values between the pairs. The tool visualizes the multi-dimensional vectors of the dissimilarity values by Parallel Coordinate Plots (PCP) and provides a user interface to specify particular pairs of mode water regions so that we can comparatively visualize the shapes of the regions. This paper introduces our experiment on a comparison of mode water regions between an observation and a simulation datasets using the presented tool.",,"Yano, Midori;Itoh, Takayuki;Tanaka, Yuusuke;Matsuoka, Daisuke;Araki, Fumiaki","Yano, M (Corresponding Author), Ochanomizu Univ, Tokyo, Japan. Yano, Midori; Itoh, Takayuki, Ochanomizu Univ, Tokyo, Japan. Tanaka, Yuusuke; Matsuoka, Daisuke; Araki, Fumiaki, Japan Agcy Marine Earth Sci \& Technol, Tokyo, Japan.",,"Comparative visualization, Scientific visualization, Volume dataset, Ocean data, Mode water, 3D shape similarity, PCP, Isosurface",###,###,###,###,###,3,['Japan'],False,True,False,False,True,False
PacificVis,2018,An Evolutionary Signature for Animated Meshes,10.1109/PacificVis.2018.00038,,###,###,###,"With the rapid growing advancement of animation technologies, 3D animated meshes are becoming one of the major data in the industry such as virtual reality. However, treating the animated mesh data efficiently remains a challenging task due to its large scale and limited feature descriptors. In this paper, we present an evolutionary signature for animated meshes based on tempo-spatial segmentation. In specific, we first conduct temporal segmentation to a given animated meshes with sub-motions, then apply spatial segmentation within each temporal segment, and intersect spatial segmentation result for over segmentation. Thirdly, we represent the segmentation results into graphs. Finally, we devise an edge evolution matrix based on the dynamic behaviour of each edge for the evolutionary signature of the input animated mesh. Our experimental results on similarity measurement by using the proposed signature reflect the effectiveness of our method.",,"Luo, Guoliang;Lei, Haopeng;Yi, Yugen;Li, Yuhua;Xian, Chuahua","Lei, HP (Corresponding Author), Jiangxi Normal Univ, Nanchang, Jiangxi, Peoples R China. Luo, Guoliang; Lei, Haopeng; Yi, Yugen, Jiangxi Normal Univ, Nanchang, Jiangxi, Peoples R China. Li, Yuhua, Zhengzhou Univ Light Ind, Zhengzhou, Peoples R China. Xian, Chuahua, South China Univ Technol, Guangzhou, Guangdong, Peoples R China.",,"animated mesh, evolutionary signature, segmentation",###,###,###,###,###,0,['Peoples R China'],True,False,False,True,False,False
PacificVis,2017,Word-Sized Graphics for Scientific Texts,10.1109/TVCG.2017.2674958,,###,###,###,"Generating visualizations at the size of a word creates dense information representations often called sparklines. The integration of word-sized graphics into text could avoid additional cognitive load caused by splitting the readers' attention between figures and text. In scientific publications, these graphics make statements easier to understand and verify because additional quantitative information is available where needed. In this work, we perform a literature review to find out how researchers have already applied such word-sized representations. Illustrating the versatility of the approach, we leverage these representations for reporting empirical and bibliographic data in three application examples. For interactive Web-based publications, we explore levels of interactivity and discuss interaction patterns to link visualization and text. We finally call the visualization community to be a pioneer in exploring new visualization-enriched and interactive publication formats.",,"Beck, Fabian;Weiskopf, Daniel","Beck, F (Corresponding Author), Univ Duisburg Essen, D-47057 Duisburg, Germany. Beck, Fabian, Univ Duisburg Essen, D-47057 Duisburg, Germany. Weiskopf, Daniel, Univ Stuttgart, VISUS, D-70174 Stuttgart, Germany.",,"Sparklines, word-sized graphics, literature survey, text and visualization, interactive documents, scientific publishing",###,###,###,###,###,8,['Germany'],False,False,False,False,False,False
PacificVis,2017,Towards Perceptual Optimization of the Visual Design of Scatterplots,10.1109/TVCG.2017.2674978,,###,###,###,"Designing a good scatterplot can be difficult for non-experts in visualization, because they need to decide on many parameters, such as marker size and opacity, aspect ratio, color, and rendering order. This paper contributes to research exploring the use of perceptual models and quality metrics to set such parameters automatically for enhanced visual quality of a scatterplot. A key consideration in this paper is the construction of a cost function to capture several relevant aspects of the human visual system, examining a scatterplot design for some data analysis task. We show how the cost function can be used in an optimizer to search for the optimal visual design for a user's dataset and task objectives (e.g., ``reliable linear correlation estimation is more important than class separation{''}). The approach is extensible to different analysis tasks. To test its performance in a realistic setting, we pre-calibrated it for correlation estimation, class separation, and outlier detection. The optimizer was able to produce designs that achieved a level of speed and success comparable to that of those using human-designed presets (e.g., in R or MATLAB). Case studies demonstrate that the approach can adapt a design to the data, to reveal patterns without user intervention.",,"Micallef, Luana;Palmas, Gregorio;Oulasvirta, Antti;Weinkauf, Tino","Micallef, L (Corresponding Author), Aalto Univ, Dept Comp Sci, Helsinki Inst Informat Technol, Espoo 02150, Finland. Micallef, Luana, Aalto Univ, Dept Comp Sci, Helsinki Inst Informat Technol, Espoo 02150, Finland. Palmas, Gregorio; Weinkauf, Tino, KTH Royal Inst Technol, Dept Computat Sci \& Technol, Sch Comp Sci \& Commun, S-11428 Stockholm, Sweden. Oulasvirta, Antti, Aalto Univ, Dept Commun \& Networking, Espoo 02150, Finland.",,"Scatterplot, optimization, perception, crowdsourcing",###,###,###,###,###,18,"['Sweden', 'Finland']",False,False,False,False,False,False
PacificVis,2017,"Spatio-Temporal Feature Exploration in Combined Particle/Volume
Reference Frames",10.1109/TVCG.2017.2674918,,###,###,###,"The use of large-scale scientific simulations that can represent physical systems using both particle and volume data simultaneously is gaining popularity as each of these reference frames has an inherent set of advantages when studying different phenomena. Furthermore, being able to study the dynamic evolution of these time varying data types is an integral part of nearly all scientific endeavors. However, the techniques available to scientists generally limit them to studying each reference frame separately making it difficult to draw connections between the two. In this work we present a novel method of feature exploration that can be used to investigate spatio-temporal patterns in both data types simultaneously. More specifically, we focus on how spatio-temporal subsets can be identified from both reference frames, and develop new ways of visually presenting the embedded information to a user in an intuitive manner. We demonstrate the effectiveness of our method using case studies of real world scientific datasets and illustrate the new types of exploration and analyses that can be achieved through this technique.",,"Sauer, Franz;Ma, Kwan-Liu","Sauer, F (Corresponding Author), Univ Calif Davis, Dept Comp Sci, Davis, CA 95616 USA. Sauer, Franz; Ma, Kwan-Liu, Univ Calif Davis, Dept Comp Sci, Davis, CA 95616 USA.",,"Particle data, volume data, feature exploration, spatio-temporal analysis",###,###,###,###,###,4,['CA 95616 USA'],False,False,False,False,False,False
PacificVis,2017,Proxy Graph: Visual Quality Metrics of Big Graph Sampling,10.1109/TVCG.2017.2674999,,###,###,###,"Data sampling has been extensively studied for large scale graph mining. Many analyses and tasks become more efficient when performed on graph samples of much smaller size. The use of proxy objects is common in software engineering for analysis and interaction with heavy objects or systems. In this paper, we coin the term `proxy graph' and empirically investigate how well a proxy graph visualization can represent a big graph. Our investigation focuses on proxy graphs obtained by sampling; this is one of the most common proxy approaches. Despite the plethora of data sampling studies, this is the first evaluation of sampling in the context of graph visualization. For an objective evaluation, we propose a new family of quality metrics for visual quality of proxy graphs. Our experiments cover popular sampling techniques. Our experimental results lead to guidelines for using sampling-based proxy graphs in visualization.",,"Quan Hoang Nguyen;Hong, Seok-Hee;Eades, Peter;Meidiana, Amyra","Nguyen, QH (Corresponding Author), Univ Sydney, Sch Informat Technol, Camperdown, NSW 2006, Australia. Quan Hoang Nguyen; Hong, Seok-Hee; Eades, Peter; Meidiana, Amyra, Univ Sydney, Sch Informat Technol, Camperdown, NSW 2006, Australia.",,"Graph visualization, graph sampling, proxy graph, quality metrics",###,###,###,###,###,8,['Australia'],False,False,False,False,False,False
PacificVis,2017,Placenta Maps: In Utero Placental Health Assessment of the Human Fetus,10.1109/TVCG.2017.2674938,,###,###,###,"The human placenta is essential for the supply of the fetus. To monitor the fetal development, imaging data is acquired using (US). Although it is currently the gold-standard in fetal imaging, it might not capture certain abnormalities of the placenta. (MRI) is a safe alternative for the in utero examination while acquiring the fetus data in higher detail. Nevertheless, there is currently no established procedure for assessing the condition of the placenta and consequently the fetal health. Due to maternal respiration and inherent movements of the fetus during examination, a quantitative assessment of the placenta requires fetal motion compensation, precise placenta segmentation and a standardized visualization, which are challenging tasks. Utilizing advanced motion compensation and automatic segmentation methods to extract the highly versatile shape of the placenta, we introduce a novel visualization technique that presents the fetal and maternal side of the placenta in a standardized way. Our approach enables physicians to explore the placenta even in utero. This establishes the basis for a comparative assessment of multiple placentas to analyze possible pathologic arrangements and to support the research and understanding of this vital organ. Additionally, we propose a three-dimensional structure-aware surface slicing technique in order to explore relevant regions inside the placenta. Finally, to survey the applicability of our approach, we consulted clinical experts in prenatal diagnostics and imaging. We received mainly positive feedback, especially the applicability of our technique for research purposes was appreciated.",,"Miao, Haichao;Mistelbauer, Gabriel;Karimov, Alexey;Alansary, Amir;Davidson, Alice;Lloyd, David F. A.;Damodaram, Mellisa;Story, Lisa;Hutter, Jana;Hajnal, Joseph V.;Rutherford, Mary;Preim, Bernhard;Kainz, Bernhard;Groeller, M. Eduard","Miao, HC (Corresponding Author), TU Wien, Inst Comp Graph \& Algorithms, A-1040 Vienna, Austria. Miao, Haichao; Karimov, Alexey; Groeller, M. Eduard, TU Wien, Inst Comp Graph \& Algorithms, A-1040 Vienna, Austria. Groeller, M. Eduard, VRVis Res Ctr, A-1220 Vienna, Austria. Mistelbauer, Gabriel; Preim, Bernhard, Otto Von Guericke Univ, Dept Simulat \& Graph, D-39106 Magdeburg, Germany. Alansary, Amir; Kainz, Bernhard, Imperial Coll, Dept Comp, London SW7 2AZ, England. Davidson, Alice; Lloyd, David F. A.; Damodaram, Mellisa; Story, Lisa; Hutter, Jana; Hajnal, Joseph V.; Rutherford, Mary; Kainz, Bernhard, Kings Coll London, London WC2R 2LS, England.",,"Placenta, fetal, flattening, structure-aware slicing, peeling",###,###,###,###,###,10,"['England', 'Germany', 'Austria']",False,False,False,False,False,False
PacificVis,2017,"Privacy Preserving Visualization for Social Network Data with Ontology
Information",#,,###,###,###,"Analyzing social network data helps sociologists understand the behaviors of individuals and groups as well as the relationships between them. With additional ontology information, the semantics behind the network structure can be further explored. Unfortunately, creating network visualizations with these datasets for presentation can inadvertently expose the private and sensitive information of individuals that reside in the data. To deal with this problem, we generalize conventional data anonymization models (originally designed for relational data) and formally apply them in the context of privacy preserving ontological network visualization. We use these models to identify the privacy leaks that exist in a visualization, provide graph modification actions that remove and/or perceptually minimize the effect of the identified leaks, and discuss strategies for what types of privacy actions to choose depending on the context of the leaks. We implement an ontological visualization interface with associated privacy preserving operations, and demonstrate with two case studies using real-world datasets to show that our approach can identify and solve potential privacy issues while balancing overall graph readability and utility.",,"Chou, Jia-Kai;Bryan, Chris;Ma, Kwan-Liu","Chou, JK (Corresponding Author), Univ Calif Davis, Davis, CA 95616 USA. Chou, Jia-Kai; Bryan, Chris; Ma, Kwan-Liu, Univ Calif Davis, Davis, CA 95616 USA.",,#,###,###,###,###,###,5,['CA 95616 USA'],False,False,False,False,False,False
PacificVis,2017,"NetSet: A Systematic integration of visualization for analyzing set
intersections with network",#,,###,###,###,"Many researchers have been studied visualization techniques to represent relationships between sets. However, most recent studies focused on the scalability of visualizing set relations, rather than on set-typed data itself. Although solving such problems is important, understanding the structural context of the entire data is also essential for analyzing data. We propose NetSet, which combines two techniques to resolve the limitations in representing set relationships. First, we construct a network to provide a structural overview of the set system. Then, we place a matrix layout to visualize intersections among sets. Finally, by combining these two techniques, NetSet enables them to complement each other. The combination gives analysts both the overview and specific views of the data. Furthermore, NetSet provides both flexible exploration of a set system and quantitative analysis of set intersections. We conducted a case study to demonstrate how the combination can be successfully applied to real data, namely topic-talks data from the TED organization.",,"Park, Heungseok;Lim, Hongjun;Lee, Wonjae;Lee, Kyungwon","Park, H (Corresponding Author), Korea Adv Inst Sci \& Technol, Grad Sch Culture Technol, Daejeon, South Korea. Park, Heungseok; Lim, Hongjun; Lee, Wonjae, Korea Adv Inst Sci \& Technol, Grad Sch Culture Technol, Daejeon, South Korea. Lee, Kyungwon, Ajou Univ, Dept Digital Media, Suwon, South Korea.",,"Set, set visualization, multi-view visualization",###,###,###,###,###,0,['South Korea'],False,False,True,False,False,True
PacificVis,2017,A Gesture System for Graph Visualization in Virtual Reality Environments,#,,###,###,###,"As virtual reality (VR) hardware technology becomes more mature and affordable, it is timely to develop visualization applications making use of such technology. How to interact with data in an immersive 3D space is both an interesting and challenging problem, demanding more research investigations. In this paper, we present a gesture input system for graph visualization in a stereoscopic 3D space. We compare desktop mouse input with gesture input with bare hands for performing a set of tasks on graphs. Our study results indicate that users are able to effortlessly manipulate and analyze graphs using gesture input. Furthermore, the results also show that using gestures is more efficient when exploring the complicated graph.",,"Huang, Yi-Jheng;Fujiwara, Takanori;Lin, Yun-Xuan;Lin, Wen-Chieh;Ma, Kwan-Liu","Huang, YJ (Corresponding Author), Natl Chiao Tung Univ, Hsinchu, Taiwan. Huang, Yi-Jheng; Lin, Yun-Xuan; Lin, Wen-Chieh, Natl Chiao Tung Univ, Hsinchu, Taiwan. Fujiwara, Takanori; Ma, Kwan-Liu, Univ Calif Davis, Davis, CA 95616 USA.",,H.5.2 {[}Information Systems]: Information Interfaces and Presentation-User Interfaces,###,###,###,###,###,7,"['Taiwan', 'CA 95616 USA']",False,False,False,False,False,False
PacificVis,2017,Designing Interactive Distance Cartograms to Support Urban Travelers,#,,###,###,###,"A distance cartogram (DC) is a technique that alters distances between a user-specified origin and the other locations in a map with respect to travel time. With DC, users can weigh the relative travel time costs between the origin and potential destinations at a glance because travel times are projected in a linearly interpolated time space from the origin. Such glance-ability is known to be useful for travelers who are mindful of travel time when finding their travel destinations. When constructing DC, however, uneven urban traffic conditions introduce excessive distortion and challenge user intuition. In addition, there has been little research focusing on DC's user interaction design. To tackle these challenges and realize the potential of DC as an interactive decision-making support tool, we derive a set of useful interactions through two formative studies and devise two novel techniques called Geo-contextual Anchoring Projection and Scalable Road-network Construction. We develop an interactive map system using these techniques and evaluate this system by comparing it against an equidistant map (EM), a widely used conventional layout that preserves the geographical reality. Based on the analysis of user behavior and qualitative feedback, we identify several benefits of using DC itself and of the interaction techniques we derived. We also analyze the specific reasons behind these identified benefits.",,"Hong, Sungsoo (Ray);Kocielnik, Rafal;Yoo, Min-Joon;Battersby, Sarah;Kim, Juho;Aragon, Cecilia","Hong, S (Corresponding Author), Univ Washington, Seattle, WA 98195 USA. Hong, Sungsoo (Ray); Kocielnik, Rafal; Aragon, Cecilia, Univ Washington, Seattle, WA 98195 USA. Yoo, Min-Joon, NYU, New York, NY 10003 USA. Battersby, Sarah, Tableau Res, Seattle, WA USA. Kim, Juho, Korea Adv Inst Sci \& Technol, Daejeon, South Korea.",,"Distance Cartogram, Geo-contextual Anchoring Projection, Scalable Road-network Construction, Map Interaction",###,###,###,###,###,2,"['South Korea', 'WA 98195 USA', 'WA USA', 'NY 10003 USA']",False,False,False,False,False,True
PacificVis,2017,"Homogeneity Guided Probabilistic Data Summaries for Analysis and
Visualization of Large-Scale Data Sets",#,,###,###,###,"High-resolution simulation data sets provide plethora of information, which needs to be explored by application scientists to gain enhanced understanding about various phenomena. Visual-analytics techniques using raw data sets are often expensive due to the data sets' extreme sizes. But, interactive analysis and visualization is crucial for big data analytics, because scientists can then focus on the important data and make critical decisions quickly. To assist efficient exploration and visualization, we propose a new region-based statistical data summarization scheme. Our method is superior in quality, as compared to the existing statistical summarization techniques, with a more compact representation, reducing the overall storage cost. The quantitative and visual efficacy of our proposed method is demonstrated using several data sets along with an in situ application study for an extreme-scale flow simulation.",,"Dutta, Soumya;Woodring, Jonathan;Shen, Han-Wei;Chen, Jen-Ping;Ahrens, James","Dutta, S (Corresponding Author), Ohio State Univ, Columbus, OH 43210 USA. Dutta, Soumya; Shen, Han-Wei; Chen, Jen-Ping, Ohio State Univ, Columbus, OH 43210 USA. Woodring, Jonathan; Ahrens, James, Los Alamos Natl Lab, Los Alamos, NM USA.",,"I.3 {[}COMPUTER GRAPHICS]: Picture/Image Generation-Display algorithms, G.3 {[}PROBABILITY AND STATISTICS]: Distribution functions-Statistical computing",###,###,###,###,###,11,"['OH 43210 USA', 'NM USA']",False,False,False,False,False,False
